Name,Year Drafted,GP,MIN,PTS,FGM,FGA,3P Made,3PA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,Last 5 Years?
Elden Campbell,1990,52,7.3,2.8,1.1,2.4,0,0,0.6,0.9,0.8,1.1,1.8,0.2,0.2,0.7,0.3,1
Keith Askins,1990,39,6.8,2.2,0.9,2.1,0.2,0.6,0.3,0.6,0.8,1,1.7,0.5,0.4,0.3,0.3,1
Scott Williams,1990,51,6.6,2.5,1,2,0,0,0.4,0.5,0.8,1.1,1.9,0.3,0.2,0.3,0.5,1
Steve Scheffler,1990,39,5.8,1.5,0.5,1,0,0,0.5,0.5,0.5,0.6,1.2,0.2,0.1,0.1,0.1,1
Tim Hardaway,1989,79,33.7,14.7,5.9,12.5,0.3,1.1,2.7,3.5,0.7,3.2,3.9,8.7,2.1,0.1,3.3,0
Jeff Martin,1989,69,19.6,6.3,2.5,6,0,0.2,1.3,1.9,1.1,1.2,2.3,0.6,0.6,0.2,0.7,0
Winston Bennett,1989,55,18,6.1,2.5,5.2,0,0,1.2,1.7,1.5,1.9,3.4,1,0.4,0.2,1.1,0
Michael Ansley,1989,72,17,8.7,3.2,6.5,0,0,2.3,3.2,2.6,2.4,5,0.6,0.3,0.2,0.7,0
Scott Haffner,1989,43,13,4.6,2,5,0.1,0.5,0.4,0.6,0.2,1,1.2,1.9,0.3,0.1,0.8,0
Kenny Battle,1989,59,12.4,4.1,1.6,2.9,0,0.1,0.9,1.4,0.7,1.4,2.1,0.6,0.6,0.2,0.5,0
Delaney Rudd,1989,77,11,3.5,1.4,3.4,0.2,0.7,0.5,0.7,0.2,0.6,0.7,2.3,0.3,0,1.1,0
John Morton,1989,37,10.9,3.9,1.3,4.4,0.2,0.8,1.2,1.7,0.2,0.7,0.9,1.8,0.5,0.1,1.4,0
Doug Roth,1989,42,9.8,1.9,0.9,2,0,0,0.2,0.3,1,1.8,2.9,0.5,0.2,0.3,0.4,0
Byron Irvin,1989,50,9.8,5.2,1.9,4.1,0.1,0.3,1.2,1.8,0.6,0.9,1.5,0.9,0.6,0,0.8,0
Michael Smith,1989,65,9.5,5,2.1,4.4,0,0.4,0.8,1,0.6,0.9,1.5,1.2,0.1,0,0.8,0
Henry Turner,1989,36,8.8,4.3,1.6,3.4,0,0.1,1.1,1.8,0.6,0.8,1.4,0.6,0.5,0.2,0.7,0
Ed Horton,1989,45,8.3,4.5,1.8,3.6,0,0.1,0.9,1.5,1.3,1.1,2.4,0.4,0.2,0.1,0.9,0
Frank Kornet,1989,57,7.7,2,0.7,2,0.1,0.4,0.4,0.7,0.4,0.8,1.2,0.4,0.3,0.1,0.4,0
Kenny Payne,1989,35,6.2,3.3,1.3,3.1,0.1,0.3,0.5,0.5,0.3,0.4,0.7,0.3,0.2,0.2,0.6,0
Eric Johnson,1989,48,5.7,1.1,0.4,1.8,0,0.1,0.3,0.4,0.2,0.4,0.6,1.3,0.3,0,0.5,0
Mike Williams,1989,21,4.9,0.7,0.3,0.9,0,0,0.1,0.3,0.2,0.9,1.1,0.1,0.1,0.3,0.1,0
Mike Morrison,1989,36,4.3,2,0.6,1.9,0.1,0.2,0.7,0.8,0.2,0.4,0.6,0.3,0.1,0,0.6,0
Nate Johnston,1989,21,4.1,2.2,0.9,2.3,0,0.2,0.4,0.6,0.6,0.5,1.1,0,0.1,0.4,0.3,0
J.R. Reid,1989,82,33.6,11.1,4.4,9.9,0,0.1,2.3,3.5,2.4,6,8.4,1.2,1.1,0.7,2.1,1
Pooh Richardson,1989,82,31.5,11.4,5.2,11.3,0.3,1,0.8,1.3,0.7,2,2.6,6.8,1.6,0.3,1.7,1
Sherman Douglas,1989,81,30.5,14.3,5.7,11.6,0.1,0.4,2.8,4,0.9,1.7,2.5,7.6,1.8,0.1,3,1
Sam Mitchell,1989,80,30.2,12.7,4.7,10.4,0,0.1,3.4,4.4,2.3,3.5,5.8,1.1,0.8,0.7,1.2,1
Glen Rice,1989,77,30,13.6,6.1,13.9,0.2,0.9,1.2,1.6,1.3,3.3,4.6,1.8,0.9,0.3,1.5,1
Mookie Blaylock,1989,50,25.3,10.1,4.2,11.4,0.4,1.6,1.3,1.6,0.8,2,2.8,4.2,1.6,0.3,2.2,1
Sean Elliott,1989,81,25.1,10,3.8,8,0,0.1,2.3,2.7,1.6,2.1,3.7,1.9,0.6,0.2,1.4,1
Blue Edwards,1989,82,23,8.9,3.5,6.9,0.1,0.4,1.8,2.5,0.8,2.2,3.1,1.8,0.9,0.4,1.9,1
Nick Anderson,1989,81,22,11.5,4.6,9.3,0,0.2,2.3,3.3,1.3,2.6,3.9,1.5,0.8,0.4,1.7,1
Stacey King,1989,82,21.7,8.9,3.3,6.5,0,0,2.4,3.3,2.1,2.6,4.7,1.1,0.5,0.7,1.4,1
Dana Barros,1989,81,20.1,9.7,3.7,9.1,1.2,2.9,1.1,1.4,0.4,1.2,1.6,2.5,0.7,0,1.5,1
Clifford Robinson,1989,82,19.1,9.1,3.6,9.2,0.1,0.5,1.7,3.1,1.3,2.4,3.8,0.9,0.7,0.7,1.6,1
Chucky Brown,1989,75,17.9,7.3,2.8,6,0,0.1,1.7,2.2,1.1,2,3.1,0.7,0.4,0.3,0.9,1
Todd Lichti,1989,79,16.8,8,3.2,6.5,0,0.2,1.6,2.2,0.6,1.3,1.9,1.5,0.7,0.2,1.2,1
B.J. Armstrong,1989,81,15.9,5.6,2.3,4.8,0,0.1,0.9,1,0.2,1,1.3,2.5,0.6,0.1,1,1
Terry Davis,1989,63,14,4.7,1.9,4.2,0,0,0.9,1.4,1.5,2.2,3.6,0.4,0.4,0.4,1.1,1
Shawn Kemp,1989,81,13.8,6.5,2.5,5.2,0,0.1,1.4,2,1.8,2.5,4.3,0.3,0.6,0.9,1.3,1
Tom Hammonds,1989,61,13.2,5.3,2.1,4.8,0,0,1,1.6,1,1.8,2.8,0.8,0.2,0.2,0.8,1
Randy White,1989,55,12.9,4.3,1.7,4.6,0,0.3,0.9,1.6,1.4,1.7,3.1,0.4,0.4,0.1,0.8,1
Donald Royal,1989,66,11.3,5.9,1.8,3.9,0,0,2.3,3,1,1,2.1,0.7,0.5,0.1,1.2,1
Greg Grant,1989,67,10.1,3.1,1.2,3.2,0,0.2,0.6,0.9,0.2,0.6,0.9,2.5,0.5,0,1.1,1
George McCloud,1989,44,9.4,2.7,1,3.3,0.3,0.9,0.3,0.4,0.3,0.7,1,1,0.4,0.1,0.8,1
Charles Smith,1989,60,8.7,2.9,1,2.2,0,0.1,0.9,1.3,0.2,0.9,1.2,1.7,0.6,0.1,0.6,1
Doug West,1989,52,7.3,2.6,1,2.6,0.1,0.2,0.5,0.6,0.5,0.9,1.3,0.3,0.2,0.1,0.6,1
Adrian Caldwell,1989,51,6.5,1.9,0.8,1.5,0,0,0.3,0.5,0.7,1.4,2.1,0.1,0.2,0.3,0.6,1
Sylvester Gray,1988,55,22.2,8,3,7.2,0,0.1,1.9,2.8,2.1,3.1,5.2,2.1,0.7,0.5,1.9,0
Ricky Berry,1988,64,22,11,4,8.9,1,2.5,2,2.6,0.9,2.2,3.1,1.3,0.6,0.3,1.3,0
Tom Garrick,1988,71,21.1,6.4,2.5,5.1,0,0.2,1.4,1.8,0.5,1.7,2.2,3.4,1.1,0.1,1.6,0
Michael Anderson,1988,36,20.3,5.7,2,4.9,0,0.2,1.6,2.3,1.2,1.3,2.5,4.3,1.2,0.1,2.3,0
Kelvin Upshaw,1988,32,19.3,6.8,3.1,6.6,0.1,0.5,0.6,0.8,0.3,1.2,1.5,3.7,0.8,0.1,1.7,0
Derrick Chievous,1988,81,19,9.3,3.4,7.8,0.1,0.3,2.4,3,1.4,1.8,3.2,1,0.6,0.1,1.7,0
Todd Mitchell,1988,24,14.7,5.1,1.8,4,0,0,1.5,2.7,0.8,1.3,2.1,0.9,0.7,0.1,1.4,0
John Shasky,1988,65,14.5,5.5,1.9,3.8,0,0,1.8,2.6,1.5,2.1,3.6,0.3,0.2,0.2,0.7,0
Shelton Jones,1988,51,13.4,4.8,1.8,4.1,0,0,1.1,1.6,0.6,1.6,2.2,0.8,0.4,0.3,0.9,0
Craig Neal,1988,53,9.4,2.2,0.8,2.3,0.2,0.6,0.3,0.4,0.1,0.4,0.5,2.2,0.5,0.1,1,0
David Rivers,1988,47,9.4,2.9,1,2.6,0,0.1,0.7,0.9,0.3,0.6,0.9,2.3,0.5,0.2,1.3,0
Bill Jones,1988,37,8.3,3.5,1.4,2.8,0,0,0.8,1.2,0.5,0.7,1.3,0.5,0.5,0.2,0.5,0
Anthony Frederick,1988,46,6.8,3.3,1.4,2.7,0,0.1,0.5,0.7,0.6,0.6,1.1,0.4,0.3,0.1,0.7,0
Everette Stephens,1988,35,6,1.9,0.7,2.1,0.1,0.3,0.5,0.6,0.3,0.3,0.7,1.1,0.3,0.1,0.8,0
Willie Anderson,1988,81,33.8,18.6,7.9,15.9,0,0.3,2.8,3.6,1.9,3.3,5.1,4.6,1.9,0.8,3.2,1
Hersey Hawkins,1988,79,32.6,15.1,5.6,12.3,0.9,2.1,3.1,3.7,0.6,2.2,2.8,3,1.5,0.5,2,1
Charles Smith,1988,71,30.4,16.3,6.1,12.4,0,0,4,5.5,2.4,4.1,6.5,1.5,1,1.3,2.1,1
Kevin Edwards,1988,79,29.7,13.8,5.9,14,0.1,0.5,1.8,2.4,1.1,2.2,3.3,4.4,1.8,0.3,3.1,1
Grant Long,1988,82,29.7,11.9,4.1,8.4,0,0.1,3.7,5,2.9,3.7,6.7,1.8,1.5,0.6,2.5,1
Rex Chapman,1988,75,29.6,16.9,7,16.9,0.8,2.5,2.1,2.6,1,1.5,2.5,2.3,0.9,0.3,1.5,1
Brian Shaw,1988,82,28.1,8.6,3.6,8.4,0,0.2,1.3,1.6,1.5,3.1,4.6,5.8,0.9,0.3,2.3,1
Chris Morris,1988,76,27.6,14.1,5.4,11.9,0.8,2.3,2.4,3.3,2.5,2.8,5.2,1.6,1.3,0.8,2.5,1
Gary Grant,1988,71,27.1,11.9,5.1,11.7,0.1,0.3,1.7,2.3,1.1,2.2,3.4,7.1,2,0.1,3.6,1
Vernon Maxwell,1988,79,26.1,11.7,4.5,10.5,0.4,1.6,2.3,3.1,0.6,1.9,2.6,3.8,1.1,0.1,2.3,1
Dan Majerle,1988,54,25.1,8.6,3.4,8,0.5,1.5,1.4,2.4,1.1,2.7,3.9,2.4,1.2,0.3,0.9,1
Vinny Del Negro,1988,80,19.5,7.1,3,6.3,0.1,0.3,1.1,1.3,0.6,1.5,2.1,2.6,0.8,0.2,1,1
Ledell Eackles,1988,80,18.2,11.5,4,9.2,0.1,0.5,3.4,4.3,1.3,1,2.3,1.5,0.5,0.1,1.6,1
Harvey Grant,1988,71,16.8,5.6,2.5,5.5,0,0,0.5,0.8,1.1,1.2,2.3,1.1,0.5,0.4,0.4,1
Rod Strickland,1988,81,16.8,8.9,3.3,7,0.2,0.7,2.1,2.9,0.6,1.3,2,3.9,1.2,0,1.8,1
Scott Brooks,1988,82,16.7,5.2,1.9,4.5,0.7,1.9,0.7,0.8,0.2,0.9,1.1,3.7,0.8,0,0.8,1
Mark Bryant,1988,56,14.3,5,2.1,4.4,0,0,0.7,1.2,1.2,2,3.2,0.6,0.4,0.1,0.7,1
Eric Leckner,1988,75,10.4,4.3,1.6,2.9,0,0,1.1,1.5,0.6,2,2.7,0.2,0.1,0.3,0.9,1
Jerome Lane,1988,54,10.2,4.8,2,4.7,0,0.1,0.8,2.1,1.6,2.1,3.7,1.1,0.4,0.1,0.9,1
Tim Perry,1988,62,9.9,4.1,1.7,3.2,0,0.1,0.6,1,1,1.1,2.1,0.3,0.3,0.5,0.6,1
Jim Les,1988,82,9.5,1.7,0.5,1.6,0,0.2,0.7,0.9,0.3,0.8,1.1,2.6,0.3,0.1,1.1,1
John Starks,1988,36,8.8,4.1,1.4,3.5,0.3,0.7,0.9,1.4,0.4,0.7,1.1,0.8,0.6,0.1,1.1,1
Andrew Lang,1988,62,8.5,2.6,1,1.9,0,0,0.6,1,0.9,1.5,2.4,0.1,0.3,0.8,0.5,1
Charles Shackleford,1988,60,8.1,3.1,1.4,2.8,0,0,0.4,0.7,0.8,1.7,2.6,0.4,0.3,0.3,0.5,1
Morlon Wiley,1988,51,8,2.2,0.9,2.2,0.1,0.5,0.3,0.3,0.3,0.7,0.9,1.5,0.5,0.1,0.7,1
Randolph Keys,1988,42,7.9,4,1.8,4.1,0,0.2,0.5,0.7,0.5,0.8,1.3,0.5,0.3,0.1,0.5,1
Mark Davis,1988,33,7.8,3.8,1.5,3.1,0,0.3,0.8,1,0.5,0.6,1.1,0.4,0.4,0.1,0.4,1
Micheal Williams,1988,49,7.3,2.6,1,2.6,0,0.2,0.6,1,0.2,0.4,0.6,1.4,0.3,0.1,0.9,1
Avery Johnson,1988,43,6.8,1.6,0.7,1.9,0,0.2,0.2,0.4,0.3,0.3,0.6,1.7,0.5,0.1,0.4,1
Jack Haley,1988,51,5.7,2.2,0.7,1.5,0,0,0.7,0.9,0.4,1,1.4,0.2,0.2,0,0.5,1
Duane Ferrell,1988,41,5.6,2.4,0.9,2,0,0,0.7,1.1,0.5,0.5,1,0.2,0.2,0.1,0.3,1
Ricky Wilson,1987,24,17.5,5.2,1.8,4.6,0.4,1.1,1.2,1.7,0.1,1,1.1,2.9,1,0.1,1,0
Dallas Comegys,1987,75,15,5.6,2.1,4.8,0,0,1.4,2,0.7,2.2,2.9,0.9,0.5,0.9,1.6,0
Michael Jackson,1987,58,13.1,2.7,1.1,2.9,0.1,0.4,0.4,0.6,0.3,0.7,1,3.1,0.3,0.1,1,0
Tony White,1987,49,11.9,5.3,2.3,5.1,0,0.1,0.8,1.1,0.2,0.4,0.6,1.2,0.4,0,1,0
Milt Wagner,1987,40,9.5,3.8,1.6,3.7,0.1,0.3,0.7,0.7,0.1,0.6,0.7,1.5,0.1,0.1,0.6,0
Clinton Wheeler,1987,59,8.7,2.5,1.1,2.2,0,0,0.4,0.6,0.3,0.4,0.7,1.7,0.6,0,0.9,0
Billy Donovan,1987,44,8.3,2.4,1,2.5,0,0.2,0.4,0.5,0.1,0.5,0.6,2,0.4,0,0.9,0
Martin Nessley,1987,44,7.6,1.1,0.5,1.2,0,0,0.2,0.4,0.5,1.3,1.9,0.4,0.2,0.3,0.5,0
John Stroeder,1987,41,6.6,1.9,0.7,1.9,0,0,0.5,0.7,0.6,1.1,1.7,0.5,0.1,0.3,0.6,0
Ralph Lewis,1987,50,6.2,1.7,0.5,1.7,0,0,0.6,1,0.3,0.7,1,0.3,0.3,0.1,0.4,0
Mark Jackson,1987,82,39.6,13.6,5.3,12.4,0.4,1.5,2.5,3.2,1.5,3.4,4.8,10.6,2.5,0.1,3.1,1
Kenny Smith,1987,61,35.6,13.8,5.4,11.4,0.2,0.6,2.7,3.3,0.7,1.6,2.3,7.1,1.5,0.1,3,1
Armen Gilliam,1987,55,32.9,14.8,6.2,13.1,0,0,2.4,3.5,2.4,5.5,7.9,1.3,1.1,0.5,2.2,1
Winston Garland,1987,67,31.7,12.4,5.1,11.6,0.2,0.6,2.1,2.3,1,2.4,3.4,6.4,1.7,0.1,2.5,1
Joe Wolf,1987,42,27.1,7.6,3.2,8,0.1,0.4,1.1,1.3,1.2,3.2,4.5,2.3,0.9,0.4,1.8,1
Reggie Williams,1987,35,24.5,10.4,4.3,12.2,0.4,1.7,1.4,1.9,1.6,1.8,3.4,1.7,0.8,0.6,1.8,1
Greg Anderson,1987,82,24.2,11.7,4.6,9.2,0,0.1,2.4,4,2,4.3,6.3,1,0.7,1.5,1.7,1
Kevin Johnson,1987,80,24,9.2,3.4,7.5,0.1,0.3,2.2,2.6,0.5,1.9,2.4,5.5,1.3,0.3,1.8,1
Horace Grant,1987,81,22.6,7.7,3.1,6.3,0,0,1.4,2.2,1.9,3.6,5.5,1.1,0.6,0.7,1.1,1
Dennis Hopson,1987,61,22.4,9.6,3.6,9,0.2,0.7,2.1,2.9,1,1.3,2.3,1.9,0.9,0.4,1.9,1
Ken Norman,1987,66,21.7,8.6,3.7,7.6,0,0.2,1.3,2.6,1.5,2.5,4,1.2,0.7,0.5,1.6,1
Derrick McKey,1987,82,20.8,8.5,3.1,6.3,0.1,0.4,2.1,2.7,1.4,2.6,4,1.3,0.8,0.8,1.3,1
Muggsy Bogues,1987,79,20.6,5,2.1,5.4,0,0.2,0.7,0.9,0.4,1.3,1.7,5.1,1.6,0,1.3,1
Tellis Frank,1987,78,20.5,8.1,3.1,7.2,0,0,1.9,2.7,1.2,3,4.2,1.4,0.7,0.3,1.4,1
Dave Hoppen,1987,39,16.5,5.7,2.2,4.7,0,0,1.4,1.6,1.5,3,4.5,0.8,0.3,0.1,0.9,1
Mark Acres,1987,79,14.6,3.6,1.4,2.6,0,0,0.9,1.4,1.3,2.1,3.4,0.5,0.4,0.3,0.7,1
Brad Lohaus,1987,70,10.3,4.2,1.7,3.5,0,0.2,0.7,0.9,0.7,1.3,2,0.7,0.3,0.6,0.8,1
Chris Dudley,1987,55,9.3,3.1,1.2,2.5,0,0,0.7,1.3,1.3,1.3,2.6,0.4,0.2,0.3,0.6,1
Reggie Lewis,1987,49,8.3,4.5,1.8,3.9,0,0.1,0.8,1.2,0.6,0.7,1.3,0.5,0.3,0.3,0.6,1
Bart Kofoed,1987,36,6.3,1.3,0.5,1.3,0.1,0.2,0.2,0.4,0.1,0.3,0.4,0.6,0.2,0,0.5,1
Walter Berry,1986,63,25.2,15.9,6.5,12.2,0,0,3,4.6,2.2,2.7,4.9,1.7,0.6,0.6,2.4,0
Harold Pressley,1986,67,13.6,4.6,2,4.7,0.1,0.4,0.5,0.7,1,1.6,2.6,1.8,0.6,0.3,0.9,0
Anthony Jones,1986,65,13.2,5,2,5,0.1,0.3,0.8,1,0.6,1,1.6,1.1,0.7,0.3,0.8,0
Grant Gondrezick,1986,64,13.1,5.5,2.1,4.7,0.1,0.3,1.2,1.7,0.7,1,1.7,1.3,0.4,0.1,0.9,0
Chris Washburn,1986,35,11,3.8,1.6,4.1,0,0,0.5,1.5,1,1.9,2.9,0.5,0.2,0.2,1.1,0
Keith Smith,1986,42,11,3.3,1.4,3.6,0.1,0.2,0.5,0.7,0.3,0.5,0.8,1,0.6,0.1,0.7,0
Johnny Rogers,1986,45,10.4,4.2,2,4.1,0,0.1,0.2,0.3,0.7,1,1.7,0.6,0.2,0.2,0.4,0
Clinton Smith,1986,41,8.3,3.1,1.2,2.9,0,0,0.7,0.9,0.6,0.7,1.4,1.1,0.3,0,0.6,0
Conner Henry,1986,54,6,2.3,0.9,2.5,0.2,0.8,0.3,0.5,0.1,0.5,0.6,0.6,0.2,0,0.5,0
Ron Harper,1986,82,37.4,22.9,9,19.7,0.2,1.1,4.7,6.9,2.1,2.7,4.8,4.8,2.5,1,4.2,1
Chuck Person,1986,82,36,18.8,7.7,16.6,0.6,1.7,2.7,3.6,2,6.2,8.3,3.6,1.1,0.2,2.6,1
Hot Rod Williams,1986,80,33.9,14.6,5.4,11.2,0,0,3.7,5,2.8,5.1,7.9,1.9,0.7,2.1,1.7,1
Brad Daugherty,1986,80,33.7,15.7,6.1,11.3,0,0,3.5,5,1.9,6.2,8.1,3.8,0.6,0.8,3.1,1
Nate McMillan,1986,71,27.8,5.3,2,4.2,0,0.1,1.2,2,1.4,3.2,4.7,8.2,1.8,0.6,2.2,1
Kenny Walker,1986,68,25.3,10.4,4.2,8.5,0,0.1,2.1,2.7,1.7,3.2,5,1.1,0.7,0.7,1.1,1
John Williams,1986,78,22.7,9.2,3.6,8,0.1,0.5,1.8,2.9,1.7,3,4.7,2.4,1.6,0.4,1.6,1
Brad Sellers,1986,80,21.9,8.5,3.5,7.6,0,0.1,1.6,2.2,1.9,2.7,4.7,1.3,0.6,0.8,1.1,1
David Wingate,1986,77,20.9,8.8,3.4,7.8,0.2,0.7,1.9,2.6,0.9,1.1,2,2,1.2,0.3,1.7,1
Johnny Dawkins,1986,81,20.8,10.3,4.1,9.4,0.2,0.6,1.9,2.4,0.7,1.4,2.1,3.6,0.8,0,1.5,1
William Bedford,1986,50,19.6,6.7,2.8,7.2,0,0,1,1.7,1.6,3.3,4.9,1.1,0.4,0.7,1.7,1
Jeff Hornacek,1986,80,19.5,5.3,2,4.4,0.2,0.5,1.2,1.5,0.5,1.8,2.3,4.5,0.9,0.1,1.9,1
Roy Tarpley,1986,75,18.7,7.5,3.1,6.7,0,0,1.3,1.9,2.4,4.7,7.1,0.7,0.8,1.1,1.4,1
Mark Price,1986,67,18.2,6.9,2.6,6.3,0.3,1,1.4,1.7,0.5,1.3,1.7,3,0.6,0.1,1.6,1
John Salley,1986,82,17.8,5.3,2,3.5,0,0,1.3,2.1,1.3,2.3,3.6,0.7,0.5,1.5,0.9,1
Mark Alarie,1986,64,17.3,7.9,3.4,6.9,0,0.1,1,1.6,1.1,2.2,3.3,1.2,0.3,0.4,0.9,1
Ben Coleman,1986,68,15.1,6.6,2.7,4.6,0,0,1.3,1.8,1.5,2.8,4.2,0.5,0.5,0.5,1.4,1
Larry Krystkowiak,1986,68,14.8,6.6,2.5,5.5,0,0.2,1.6,2.2,1.1,2.4,3.5,1.3,0.3,0.2,1,1
Kenny Gattison,1986,77,14.3,5.2,1.9,4,0,0,1.4,2.2,1.1,2.4,3.5,0.5,0.3,0.4,1.1,1
Tim Kempton,1986,66,14.2,4.4,1.5,3.1,0,0,1.4,2.1,1.1,1.9,2.9,0.8,0.6,0.2,0.7,1
Kevin Duckworth,1986,65,13.5,5.4,2,4.2,0,0,1.4,2.1,1.2,2.3,3.4,0.4,0.3,0.3,1.2,1
Mike Brown,1986,62,13.2,4.2,1.7,3.2,0,0,0.7,1.2,1.1,2.3,3.5,0.4,0.3,0.1,0.9,1
Billy Thompson,1986,59,12.9,5.6,2.4,4.4,0,0,0.8,1.3,1.2,1.7,2.9,1,0.3,0.5,1,1
Rafael Addison,1986,62,11.5,5.8,2.4,5.3,0.3,0.8,0.8,1,0.7,1,1.7,0.7,0.4,0.1,0.9,1
Johnny Newman,1986,59,10.7,5,1.9,4.7,0,0.4,1.1,1.3,0.6,0.6,1.2,0.5,0.3,0.1,0.8,1
Dell Curry,1986,67,9.5,4.9,2.1,4.9,0.3,0.9,0.4,0.6,0.4,0.7,1.2,0.9,0.4,0.1,0.7,1
Buck Johnson,1986,60,8.7,3.8,1.6,3.4,0,0,0.7,1,0.6,0.8,1.5,0.7,0.3,0.3,0.6,1
Dave Feitl,1986,62,8,3.7,1.4,3.3,0,0,0.9,1.1,0.6,1.3,1.9,0.4,0.1,0.1,0.6,1
Patrick Ewing,1985,50,35.4,20,7.7,16.3,0,0.1,4.5,6.1,2.5,6.5,9,2,1.1,2.1,3.4,0
Keith Lee,1985,58,20.6,7.4,3.1,6.6,0,0.2,1.3,1.7,2,4.1,6.1,1.2,0.5,0.6,1.3,0
Carey Scurry,1985,78,15,4.7,1.8,3.9,0,0.1,1,1.6,1.2,1.9,3.1,1.1,1,0.8,1.2,0
Dirk Minniefield,1985,76,14.9,5.5,2.2,4.6,0.1,0.5,1,1.2,0.6,1.2,1.7,3.5,0.9,0,1.4,0
Alfredrick Hughes,1985,68,12.7,5.2,2.2,5.5,0,0.3,0.7,1.2,0.7,0.9,1.7,0.9,0.4,0.1,0.9,0
Ken Johnson,1985,64,12.7,4.1,1.8,3.3,0,0,0.6,1.3,1.4,2.4,3.8,0.3,0.2,0.3,0.9,0
Pete Williams,1985,53,10.8,2.8,1.3,2.1,0,0,0.3,0.8,0.9,1.9,2.8,0.3,0.4,0.4,0.4,0
Bill Martin,1985,66,10.5,5,2.2,4.5,0,0.1,0.7,0.8,0.6,0.9,1.5,0.8,0.3,0.1,0.9,0
Fred Cofield,1985,45,10.4,3.7,1.7,4.1,0.1,0.3,0.3,0.4,0.1,0.9,1,1.8,0.4,0.1,1.1,0
Dwayne McClain,1985,45,10.2,3.5,1.5,4,0,0.2,0.4,0.8,0.3,0.4,0.7,1.5,0.8,0.1,0.9,0
Lorenzo Charles,1985,36,7.6,3.4,1.4,2.4,0,0,0.7,1,0.4,0.7,1.1,0.2,0.1,0.2,0.5,0
Xavier McDaniel,1985,82,33,17.1,7,14.3,0,0.1,3,4.4,3.7,4.2,8,2.4,1.2,0.5,3,1
Wayman Tisdale,1985,81,28.1,14.7,6.4,12.4,0,0,2,2.9,2.4,4.9,7.2,1,0.4,0.5,2.3,1
Benoit Benjamin,1985,79,26.4,11.1,4.1,8.4,0,0,2.9,3.9,2,5.6,7.6,1,0.8,2.6,1.8,1
Gerald Wilkins,1985,81,25,12.5,5.4,11.5,0.1,0.3,1.6,2.9,1.1,1.4,2.6,2,0.8,0.1,1.9,1
Charles Oakley,1985,77,23,9.6,3.6,7,0,0,2.3,3.5,3.3,5.3,8.6,1.7,0.9,0.4,2.3,1
Jon Koncak,1985,82,20.7,8.3,3.2,6.3,0,0,1.9,3.1,2.1,3.6,5.7,0.7,0.5,0.8,1.4,1
Ed Pinckney,1985,80,20,8.5,3.2,5.7,0,0,2.1,3.2,1.2,2.7,3.9,1.1,0.9,0.5,1.9,1
A.C. Green,1985,82,18.8,6.4,2.5,4.7,0,0.1,1.2,2,2,2.7,4.6,0.7,0.6,0.6,1.2,1
Bob Thornton,1985,71,18.6,4.7,1.8,3.9,0,0,1.2,2.3,1.6,2.5,4.1,0.6,0.4,0.1,1.2,1
Terry Catledge,1985,64,17.1,7.7,3.2,6.7,0,0.1,1.4,2.2,1.7,2.6,4.3,0.3,0.5,0.1,1.1,1
Spud Webb,1985,79,15.6,7.8,2.5,5.2,0,0.1,2.7,3.5,0.3,1.2,1.6,4.3,1,0.1,2,1
Terry Porter,1985,79,15.4,7.1,2.7,5.7,0.2,0.5,1.6,2,0.4,1,1.5,2.5,1,0,1.3,1
Joe Kleine,1985,80,14.8,5.2,2,4.3,0,0,1.2,1.6,1.4,3.3,4.7,0.6,0.3,0.4,1.3,1
John Battle,1985,64,10,4.3,1.6,3.5,0,0.1,1.2,1.6,0.2,0.8,1,1.2,0.4,0.1,0.7,1
Jerry Reynolds,1985,55,9.2,3.7,1.3,2.9,0,0,1.1,1.9,0.7,0.8,1.5,1.6,0.8,0.3,0.9,1
Steve Harris,1985,57,8.5,4.5,1.8,4.1,0,0.1,0.9,0.9,0.4,0.6,1,0.9,0.4,0.1,0.6,1
Sam Vincent,1985,57,7.6,3.2,1,2.8,0,0.1,1.1,1.2,0.2,0.6,0.8,1.2,0.3,0.1,0.9,1
Blair Rasmussen,1985,48,6.9,3.2,1.3,3.1,0,0,0.6,0.8,0.8,1.3,2,0.3,0.1,0.2,0.8,1
Terence Stansbury,1984,74,17.3,7.1,2.8,6.2,0.1,0.3,1.4,1.7,0.5,1,1.5,1.7,0.6,0.2,1.1,0
Othell Wilson,1984,74,17,4.4,1.8,3.9,0,0.2,0.7,1,0.5,1.3,1.8,2.9,1,0.2,1.3,0
Chuck Aleksinas,1984,74,15.1,5.1,2.2,4.6,0,0,0.7,1,1.2,2.5,3.6,0.5,0.2,0.2,1,0
Ozell Jones,1984,67,13.3,3.7,1.6,2.7,0,0,0.5,1.2,1,2.6,3.6,0.8,0.5,0.8,0.9,0
Devin Durrant,1984,59,12.8,5.1,1.9,4.6,0,0.1,1.2,1.7,0.8,1.3,2.1,1.4,0.3,0.2,1.3,0
Ron Cavenall,1984,53,12.3,1.5,0.5,1.6,0,0,0.4,0.7,1,2.1,3.1,0.4,0.2,0.8,0.8,0
Lancaster Gordon,1984,63,10.8,4.1,1.7,4.6,0,0.1,0.6,0.8,0.4,0.6,1,1.4,0.5,0.1,1.1,0
Gary Plummer,1984,66,10.6,3.8,1.4,3.5,0,0.1,1,1.4,0.8,1.2,2,0.4,0.2,0.2,0.8,0
